nombre_norm,scian_2,nombre_sector,pais_origen,scian_3
HYUNDAI,33,Industrias manufactureras,KR,336
SUBARU,33,Industrias manufactureras,JP,336
MAZDA,33,Industrias manufactureras,JP,336
MITSUBISHI,33,Industrias manufactureras,JP,336
ELECTRIC LAST MILE,33,Industrias manufactureras,US,336
TESLA,33,Industrias manufactureras,US,336
CITI BANAMEX,52,Servicios financieros y de seguros,US,522
THE ROCKET CODE,54,"Servicios profesionales, científicos y técnicos",MX,541
MAR BEL CORTINAS Y PERSIANAS,46,Comercio al por menor,MX,461
BANCO POPULAR HN,52,Servicios financieros y de seguros,HN,522
HP,33,Industrias manufactureras,US,334
3M,32,Industrias manufactureras,US,325
BOSCH MEXICO,33,Industrias manufactureras,DE,336
GSK,32,Industrias manufactureras,UK,325
ABB,33,Industrias manufactureras,CH,335
HEB MEXICO,46,Comercio al por menor,US,461
SAMS WEST,46,Comercio al por menor,US,462
LOREAL,46,Comercio al por menor,FR,465
CENCOSUD,46,Comercio al por menor,CL,461
MAKKEN,54,"Servicios profesionales, científicos y técnicos",MX,541
KINESSO,46,Comercio al por menor,US,469
STORY CARD,46,Comercio al por menor,MX,469
WARNER BROS DISCOVERY,51,Información en medios masivos,US,512
VML,54,"Servicios profesionales, científicos y técnicos",US,541
MEDIA MONKS,54,"Servicios profesionales, científicos y técnicos",NL,541
PUBLICIS GROUPE,54,"Servicios profesionales, científicos y técnicos",FR,541
NIQ,54,"Servicios profesionales, científicos y técnicos",US,541
QUALTRICS,54,"Servicios profesionales, científicos y técnicos",US,541
LLYC,54,"Servicios profesionales, científicos y técnicos",ES,541
ZENDESK,54,"Servicios profesionales, científicos y técnicos",US,541
KOF,31,Industrias manufactureras,MX,312
BEPENSA SPIRITS,31,Industrias manufactureras,MX,312
KAVAK,46,Comercio al por menor,MX,468
APLAZO,52,Servicios financieros y de seguros,MX,522
HEY BANCO,52,Servicios financieros y de seguros,MX,522
CHUBB MEXICO,52,Servicios financieros y de seguros,US,524
TAFER HOTELS,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,MX,721
MEDTRAINER,62,Servicios de salud y de asistencia social,US,621
SAM WEST INC,46,Comercio al por menor,MX/Internacional,462
MEZCAL SANTOGUSANO,31,Industrias manufactureras,MX,312
SANTO GUSANO,31,Industrias manufactureras,MX,312
GRENETINA DIAMANTE,31,Industrias manufactureras,MX,311
LA PULPE,31,Industrias manufactureras,MX,311
LAPULPE,31,Industrias manufactureras,MX,311
REALME,31,Industrias manufactureras,CN,334
TU VIVIENDA EN MEXICO,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,MX,531
DIMARKETING,54,"Servicios profesionales, científicos y técnicos",MX,541
JAGERMEISTER,31,Industrias manufactureras,DE,312
JAGERMEISTER,31,Industrias manufactureras,DE,312
MEZCAL LA CHILECA,31,Industrias manufactureras,MX,312
SAL LA FINA,31,Industrias manufactureras,MX,311
SAZON NATURAL,31,Industrias manufactureras,MX,311
DULCES BENY,31,Industrias manufactureras,MX,311
BON O BON,31,Industrias manufactureras,AR,311
OPELLA,32,Industrias manufactureras,FR,325
NAOS,32,Industrias manufactureras,FR,325
WHITEDOT,54,"Servicios profesionales, científicos y técnicos",MX,541
JELLYFISH MKT,54,"Servicios profesionales, científicos y técnicos",UK,541
JELLYFISH,54,"Servicios profesionales, científicos y técnicos",UK,541
ALCHILE AGENCY,54,"Servicios profesionales, científicos y técnicos",MX,541
ALCHILE,54,"Servicios profesionales, científicos y técnicos",MX,541
ALBURBTL,54,"Servicios profesionales, científicos y técnicos",MX,541
ALBUR BTL,54,"Servicios profesionales, científicos y técnicos",MX,541
AQUARIUS INFLUENCE,54,"Servicios profesionales, científicos y técnicos",MX,541
EASY NOM 035,54,"Servicios profesionales, científicos y técnicos",MX,541
MISTERGIS,54,"Servicios profesionales, científicos y técnicos",MX,518
MISTER GIS,54,"Servicios profesionales, científicos y técnicos",MX,518
PRYMENET,54,"Servicios profesionales, científicos y técnicos",MX,518
ORDERING,54,"Servicios profesionales, científicos y técnicos",MX,518
BITSHIELD,54,"Servicios profesionales, científicos y técnicos",MX,518
TUHABI,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,CO,531
CASAS BALI,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,MX,531
FIBRAUNOMX,51,Información en medios masivos,MX,517
FIBRA UNO MX,51,Información en medios masivos,MX,517
IL FAVORITO,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,MX,722
ALTOUR,56,Servicios de apoyo a los negocios,MX,561
GRUPOLASER,62,Servicios de salud y de asistencia social,MX,621
GRUPO LASER,62,Servicios de salud y de asistencia social,MX,621
INMEDIPREST,62,Servicios de salud y de asistencia social,MX,621
NUMIA,52,Servicios financieros y de seguros,MX,522
MOVIDIC,54,"Servicios profesionales, científicos y técnicos",CO,541
YOU FIRST,54,"Servicios profesionales, científicos y técnicos",MX,541
ORIGAMI CREATIVA,54,"Servicios profesionales, científicos y técnicos",MX,541
SAMSUNG,31,Industrias manufactureras,KR,334
SAMSUNG MEXICO,31,Industrias manufactureras,KR,334
CHEVROLET,33,Industrias manufactureras,US,336
GM MEXICO,33,Industrias manufactureras,US,336
L OREAL,32,Industrias manufactureras,FR,325
L OREAL MEXICO,32,Industrias manufactureras,FR,325
LOREAL MEXICO,32,Industrias manufactureras,FR,325
TENARISTAMSA,33,Industrias manufactureras,AR,331
TENARIS TAMSA,33,Industrias manufactureras,AR,331
ROCHE MEXICO,32,Industrias manufactureras,CH,325
DRISCOLLS,11,"Agricultura, ganadería, aprovechamiento forestal, pesca y caza",US,111
DRISCOLL S,11,"Agricultura, ganadería, aprovechamiento forestal, pesca y caza",US,111
QUALA,31,Industrias manufactureras,CO,311
RAPPICARD,52,Servicios financieros y de seguros,CO,522
RAPPICARD MEXICO,52,Servicios financieros y de seguros,CO,522
TABOOLA,51,Información en medios masivos,US,519
HUGGIES,32,Industrias manufactureras,US,322
PAYSTAND,52,Servicios financieros y de seguros,US,522
FINKARGO,52,Servicios financieros y de seguros,CO,522
MINU,52,Servicios financieros y de seguros,MX,522
BINEO,52,Servicios financieros y de seguros,MX,522
GIGAMON,54,"Servicios profesionales, científicos y técnicos",US,518
TIENDANUBE,54,"Servicios profesionales, científicos y técnicos",AR,518
TRAFILEA,54,"Servicios profesionales, científicos y técnicos",UY,541
CV DIRECTO,54,"Servicios profesionales, científicos y técnicos",MX,541
UPL,32,Industrias manufactureras,IN,325
UPL MEXICO,32,Industrias manufactureras,IN,325
MELALEUCA,32,Industrias manufactureras,US,325
WALDOS,46,Comercio al por menor,MX,462
WALDO S,46,Comercio al por menor,MX,462
FALABELLA,46,Comercio al por menor,CL,461
MINSAIT,54,"Servicios profesionales, científicos y técnicos",ES,518
MINSAIT MEXICO,54,"Servicios profesionales, científicos y técnicos",ES,518
GETNET,52,Servicios financieros y de seguros,BR,522
GETNET MEXICO,52,Servicios financieros y de seguros,BR,522
SPORTMEX,71,Servicios de esparcimiento culturales y deportivos,MX,711
SPORTMEX MEXICO,71,Servicios de esparcimiento culturales y deportivos,MX,711
F5,54,"Servicios profesionales, científicos y técnicos",US,518
F5 NETWORKS,54,"Servicios profesionales, científicos y técnicos",US,518
MAPS DISRUPTIVO,54,"Servicios profesionales, científicos y técnicos",MX,541
GETMAIL IO,51,Información en medios masivos,MX,519
DILIGENT,54,"Servicios profesionales, científicos y técnicos",US,518
JUMP CLOUD,54,"Servicios profesionales, científicos y técnicos",US,518
RCD HOTELS,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,MX,721
RCD HOTELS RESORTS,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,MX,721
PDL 360,43,Comercio al por mayor,MX,431
BLN,54,"Servicios profesionales, científicos y técnicos",MX,541
JABIL,31,Industrias manufactureras,US,334
JABIL INC,31,Industrias manufactureras,US,334
DMX,54,"Servicios profesionales, científicos y técnicos",MX,518
MAZDA MEXICO,33,Industrias manufactureras,JP,336
MAZDA MEXICO MX,33,Industrias manufactureras,JP,336
PETCOMEXICO,46,Comercio al por menor,US,469
AUTOZONE,46,Comercio al por menor,US,461
GOODYEAR,33,Industrias manufactureras,US,336
YOKOHAMA TIRE,33,Industrias manufactureras,JP,336
YOKOHAMA TIRE CORPORATION,33,Industrias manufactureras,JP,336
VICTORINOX,46,Comercio al por menor,CH,469
MONTBLANC,46,Comercio al por menor,DE,469
PANDORA,46,Comercio al por menor,DK,469
TIFFANY,46,Comercio al por menor,US,469
TIFFANY CO,46,Comercio al por menor,US,469
RED BULL,43,Comercio al por mayor,AT,431
MONSTER ENERGY,43,Comercio al por mayor,US,431
PERNOD RICARD,43,Comercio al por mayor,FR,431
PERNOD RICARD MEXICO,43,Comercio al por mayor,FR,431
MONDELEZ,31,Industrias manufactureras,US,311
MONDELEZ INTERNATIONAL,31,Industrias manufactureras,US,311
SUKARNE,43,Comercio al por mayor,MX,431
YAKULT,31,Industrias manufactureras,JP,311
PHILIP MORRIS,31,Industrias manufactureras,US,311
PHILIP MORRIS MEXICO,31,Industrias manufactureras,US,311
BRITISH AMERICAN TOBACCO,31,Industrias manufactureras,GB,311
HYUNDAI MOTOR MEXICO,33,Industrias manufactureras,KR,336
HYUNDAI MOTOR DE MEXICO,33,Industrias manufactureras,KR,336
NISSAN DAOSA,46,Comercio al por menor,JP,441
SUZUKI,33,Industrias manufactureras,JP,336
SUZUKI MOTOR DE MEXICO,33,Industrias manufactureras,JP,336
CHIREY,46,Comercio al por menor,CN,441
CHIREY MEXICO,46,Comercio al por menor,CN,441
BANCO BILBAO VIZCAYA ARGENTARIA,52,Servicios financieros y de seguros,ES,522
BANCO BILBAO VIZCAYA ARGENTARIA SA,52,Servicios financieros y de seguros,ES,522
INTEL,33,Industrias manufactureras,US,334
INTEL CORPORATION,33,Industrias manufactureras,US,334
SONY,33,Industrias manufactureras,JP,334
SONY GROUP,33,Industrias manufactureras,JP,334
PHILIPS,33,Industrias manufactureras,NL,334
REVLON,46,Comercio al por menor,US,469
MAC COSMETICS,46,Comercio al por menor,US,469
JAFRA COSMETICS,46,Comercio al por menor,US,469
ORIFLAME,46,Comercio al por menor,SE,469
ORIFLAME COSMETICS,46,Comercio al por menor,SE,469
YVES ROCHER,46,Comercio al por menor,FR,469
YVES ROCHER MEXICO,46,Comercio al por menor,FR,469
ROYAL CANIN,31,Industrias manufactureras,FR,311
CASTROL,33,Industrias manufactureras,GB,324
SWATCH GROUP,33,Industrias manufactureras,CH,339
INNOVASPORT,46,Comercio al por menor,MX,461
NEWMONT CORPORATION,21,Minería,US,212
BALL CORPORATION,31,Industrias manufactureras,US,322
THE LUBRIZOL CORPORATION,31,Industrias manufactureras,US,325
DLOCAL,52,Servicios financieros y de seguros,UY,523
MULTIPLIER,56,Servicios de apoyo a los negocios,SG,561
HAMBURG,48,Transportes correos y almacenamiento,DE,483
ISK BIOSCIENCES CORPORATION,31,Industrias manufactureras,US,325
MULTI COLOR CORPORATION,31,Industrias manufactureras,US,323
VERSALOGIC CORPORATION,33,Industrias manufactureras,US,334
TECOLAND CORPORATION,54,Servicios profesionales científicos y técnicos,MX,541
CALDERYS,31,Industrias manufactureras,FR,327
ANTAMINA,21,Minería,PE,212
ALQUERIA,31,Industrias manufactureras,CO,311
DAN COM,54,Servicios profesionales científicos y técnicos,US,541
INTEGRADUANAS,54,Servicios profesionales científicos y técnicos,MX,541
NELO,52,Servicios financieros y de seguros,MX,522
GUROS,52,Servicios financieros y de seguros,MX,524
DRATA,54,Servicios profesionales científicos y técnicos,US,541
ACCESSO,54,Servicios profesionales científicos y técnicos,UK,541
ZEGO,52,Servicios financieros y de seguros,UK,524
NETS,52,Servicios financieros y de seguros,DK,522
MEDIAMED,62,Servicios de salud y de asistencia social,MX,621
INDUSTEX,31,Industrias manufactureras,MX,313
SPORTEX,46,Comercio al por menor,MX,463
TRICOT,46,Comercio al por menor,MX,463
COMMUNICA,54,Servicios profesionales científicos y técnicos,MX,541
AMIS,52,Servicios financieros y de seguros,MX,524
